ensg,immune,erythroid,skeletal,vasculature
DFFA,-0.21539493050795855,-1.4217657860612416,0.6328528612503943,1.004307855318805
AL354956.1,0.06698774830051334,0.029234457291423706,-0.04811110279596852,-0.04811110279596852
PEX14,-0.42040461388893924,-0.8245883210020291,0.23884831162106757,1.0061446232699005
CASZ1,0.33732114784890044,-1.437429442965011,-0.6787353307639048,1.7788436258800153
AL139423.1,0.2987164423424743,-0.04800844072256328,-0.1253540008099555,-0.1253540008099555
TARDBP,0.09553628489577459,-0.41074295537694105,-0.020605816189926962,0.33581248667109165
MASP2,0.029352385003999594,-0.009784128334666532,-0.009784128334666532,-0.009784128334666532
AL109811.3,0.21410961150252716,-0.5325056109065276,0.46981959896405,-0.15142359956004936
SRM,0.292153283992298,-0.8423062904988461,0.4976268357959661,0.052526170710581965
EXOSC10,-0.5574336432500449,0.10590521285307819,0.06552760407222546,0.3860008263247412
AL109811.1,-0.08618867115278281,-0.17263633483345692,0.2413414063763815,0.01748359960985829
AL109811.2,0.060322589976387536,0.05979657983351733,0.11239215924464233,-0.23251132905454716
MTOR,-0.04501772164524054,0.04706778152168045,-0.09555317718915379,0.09350311731271432
UBIAD1,-0.25579027722369574,-0.5961544549646955,0.24889156106094745,0.6030531711274443
FBXO2,0.11379204908554552,-3.323348979005939,4.613316394762335,-1.403759464841942
FBXO44,0.4529613414000133,-2.7794321671780926,1.9867056587517804,0.3397651670262989
FBXO6,1.0793109556904752,-1.4373165549272695,0.7718846127002563,-0.41387901346346156
MAD2L2,0.4862620949188683,-0.1302176296366806,-0.13074417278612405,-0.22530029249606276
DRAXIN,0.6981701180520833,-0.44514558152843925,0.19212104500479515,-0.44514558152843925
AGTRAP,0.9955796641576065,-1.4879974608095807,0.18375693689241768,0.3086608597595566
C1orf167,-0.5730119734645233,-1.7380260179980678,0.5912961627727331,1.719741828689858
MTHFR,-0.46502303375354526,-0.6983608712679499,-0.23167887323826442,1.395062778259759
CLCN6,-0.046682035455654525,-1.4314050201296873,0.9444313908379014,0.5336556647474406
NPPA-AS1,-0.09997208825104709,-0.4450094394282987,-0.16667886297274925,0.7116603906520951
KIAA2013,0.2407055646945988,-1.5726694567260067,0.7933435151027739,0.5386203769286331
PLOD1,-1.3958171158622092,-2.3590892663548706,2.4082650936727332,1.3466412885443466
MFN2,-0.09630788443927862,0.464184559115699,-0.8610352406961463,0.4931585660197255
MIIP,0.18367574707682266,-0.8068803682926879,0.2601282988127922,0.3630763224030722
TNFRSF8,-0.03920417120104336,-0.6903396565011386,-0.5687250535253451,1.2982688812275271
TNFRSF1B,2.490559852480631,-1.7147286279667617,-2.1177246130909553,1.341893388577084
VPS13D,-0.28760064270813057,-1.2583303558577414,0.40255032857026674,1.1433806699956057
DHRS3,-1.56696066836493,-1.1583462602609091,1.6228306809780024,1.1024762476478367
AC254633.1,0.030362710505875495,-0.02395474382005476,0.16924776080668436,-0.1756557274925051
LRRC38,0.09468626871351515,-0.14652991900423487,0.19837356929495462,-0.14652991900423487
AL354712.1,0.0863241383223614,-0.028774712774120467,-0.028774712774120467,-0.028774712774120467
PDPN,-2.418243383208659,-2.2009283986072163,6.830024783256204,-2.210853001440328
PRDM2,1.118027547083801,-1.7484644765042647,0.33834865819807014,0.29208827122239267
KAZN,-2.4907628696018227,-3.2338261090653004,2.7133731352565915,3.011215843410531
TMEM51,-1.0629322092102516,-2.6344946205288653,-0.07145352331301158,3.7688803530521273
FHAD1,-1.1011567006977696,-1.3503030888260794,1.395274044178489,1.0561857453453602
AL031283.1,0.23172808613133852,-0.33001346473241305,0.014890023566776406,0.08339535503429812
EFHD2,2.1892455068107557,-1.7528853542480372,-0.9887294261038679,0.5523692735411485
CTRC,0.06895296773219714,-0.2741496917147351,-0.2741496917147351,0.479346415697273
CASP9,1.084329895232381,-1.45606817886568,-0.008428366301914014,0.38016664993521276
DNAJC16,-0.4599473964500427,-1.440628280898176,0.7345824012315902,1.165993276116628
AGMAT,0.6748897352518021,-0.19108659797441108,-0.17314924838076773,-0.3106538888966234
AL121992.1,-0.2355234818332918,-0.07684538223017492,0.26811333541499494,0.044255528648471765
DDI2,-1.3067352672128645,2.2405531723455825,-0.7950836083416881,-0.1387342967910321
PLEKHM2,-0.14539447053626198,-1.3086712432843117,0.6935255881964961,0.760540125624078
AL450998.3,0.14113129676770592,-0.04704376558923531,-0.04704376558923531,-0.04704376558923531
SLC25A34,-0.7538975330339228,-1.438605284290556,0.9518771080343036,1.2406257092901751
FBLIM1,-2.781488866691289,-3.253681115841372,2.725779601147761,3.3093903813848997
UQCRHL,0.5149820763836029,-0.1932186041569814,-0.5096268794161184,0.1878634071894969
AL450998.2,0.04142831535579816,-0.9265423605844822,0.9402779446225935,-0.05516389939390942
SPEN,-0.1546146291371855,-0.8297486286101714,0.19775963782350647,0.7866036199238504
ZBTB17,0.05511245946883214,-1.333469036255392,0.4968621420199675,0.7814944347665924
HSPB7,-1.7420220690733044,-1.816660460274831,0.7463806369410224,2.812301892407113
