gene_set,term,p,adj,combined,n_genes,genes
GTEx_Tissue_Expression_Up,GTEX-XYKS-1826-SM-4E3JV adipose tissue female 60-69 years,2.7729485386289306e-10,5.942150950170743e-07,94.89784220408421,31,IGHM;ACSS2;LAMA2;TSHZ2;IGHV4-34;IGLV3-1;BARX1;FBLN2;IGLV2-8;IGLV3-25
GTEx_Tissue_Expression_Up,GTEX-RWS6-1926-SM-47JXY breast female 60-69 years,4.085356445631312e-10,5.942150950170743e-07,89.33473807202209,32,RAMP2;LAMA2;MCM9;TSHZ2;WDR20;DPT;BARX1;LRP6;IGLV2-8;SCUBE2
GTEx_Tissue_Expression_Up,GTEX-P78B-1726-SM-3P5ZV colon female 40-49 years,2.945648695359624e-09,2.856297351600382e-06,80.19497202466982,29,IGHM;ARHGEF26;IGHV4-34;DPT;IGLV3-1;ABO;IGLV2-8;SCUBE2;IGLV3-25;IGHG4
GTEx_Tissue_Expression_Up,GTEX-X4LF-1726-SM-3NMBZ adipose tissue male 50-59 years,1.0288527630999816e-08,7.4823317196446165e-06,77.02471902734612,26,RAMP2;PLEKHH2;PLEKHF1;LAMA2;SHOX2;DPT;FBLN2;IGHG4;IGHG2;RAI2
GTEx_Tissue_Expression_Up,GTEX-Q2AG-0226-SM-2S1P4 adipose tissue female 40-49 years,3.148309844489349e-08,1.831686667523903e-05,59.96540790286382,31,RAMP2;COL15A1;PLEKHH2;ACSS2;SEMA3C;TSHZ2;DPT;MEOX2;ADAMTS12;NR3C1
GTEx_Tissue_Expression_Up,GTEX-T6MN-0226-SM-32PMD adipose tissue male 50-59 years,4.640696884041327e-08,2.2499645392793698e-05,63.41414205449347,27,RAMP2;COL15A1;SEMA3C;CAB39L;TSHZ2;DPT;MEOX2;NR3C1;FBLN2;CYP26B1
GTEx_Tissue_Expression_Up,GTEX-PX3G-1426-SM-48U1J colon female 20-29 years,1.395262574801249e-07,5.7983126144240477e-05,54.508918992558925,28,ACSS2;IGHV4-34;DPT;IGLV3-1;ABO;IGLV2-8;SCUBE2;HOXA-AS3;IGLV3-25;IGLV1-40
GTEx_Tissue_Expression_Up,GTEX-XMK1-1126-SM-4IHJ8 breast male 40-49 years,1.6899665548396695e-07,5.807164785475247e-05,52.071727284479934,29,RAMP2;COL15A1;ACSS2;PLEKHF1;DPT;CCDC107;F11R;ADAMTS12;TRHDE;GNAI1
GTEx_Tissue_Expression_Up,GTEX-WVLH-0226-SM-3MJG6 adipose tissue male 50-59 years,1.8025657305680312e-07,5.807164785475247e-05,55.70319841421216,26,RAMP2;COL15A1;ACSS2;SEMA3C;DPT;MEOX2;ADAMTS12;NR3C1;FBLN2;PALMD
GTEx_Tissue_Expression_Up,GTEX-WH7G-1326-SM-4LVMS colon male 40-49 years,1.9969627890054054e-07,5.807164785475247e-05,55.021477276356286,26,ACSS2;CAB39L;IGLV3-1;GBA2;ABO;CLYBL;IGLV2-8;IGLV3-25;IGLV1-40;IGLV6-57
GTEx_Tissue_Expression_Up,GTEX-PWCY-1926-SM-3NB25 adipose tissue female 20-29 years,2.19590280647053e-07,5.807164785475247e-05,51.68920994865614,28,RAMP2;COL15A1;PDE1B;WDR20;CCDC107;ADAMTS12;NR3C1;FBLN2;TRHDE;GNAI1
GTEx_Tissue_Expression_Up,GTEX-PWN1-0226-SM-2S1OZ adipose tissue female 40-49 years,2.5750923864118686e-07,6.242453126726771e-05,48.515009787160274,30,RAMP2;ACSS2;PLEKHF1;CAB39L;TSHZ2;CCDC107;ADAMTS12;FBLN2;GNAI1;SCUBE2
GTEx_Tissue_Expression_Up,GTEX-U4B1-1726-SM-3DB9F adipose tissue male 40-49 years,2.852699156810052e-07,6.383462959354185e-05,54.17680241941952,25,RAMP2;ACSS2;PDE1B;TRHDE;GNAI1;GLIS1;CYP26B1;PALMD;PALM;GPC3
GTEx_Tissue_Expression_Up,GTEX-V955-2026-SM-3GAFA breast male 60-69 years,3.786440144526122e-07,7.867681700304636e-05,46.35863277673702,30,RAMP2;ACSS2;WDR20;DPT;ADAMTS12;TRHDE;GNAI1;SCUBE2;CYP26B1;PALMD
GTEx_Tissue_Expression_Up,GTEX-XAJ8-0926-SM-47JXZ adipose tissue male 40-49 years,4.1392830788687293e-07,8.027449650952755e-05,54.96231494196351,23,TCF7L2;RAMP2;GSN;PLEKHF1;ANXA5;SHOX2;DPT;CCDC107;F3;FBLN2
GTEx_Tissue_Expression_Up,GTEX-S341-1626-SM-3K2B8 adipose tissue female 40-49 years,6.106458531945024e-07,0.00010692609983887341,43.765553472465506,30,RAMP2;COL15A1;ACSS2;CAB39L;DPT;ADAMTS12;NR3C1;GNAI1;SCUBE2;TMEM43
GTEx_Tissue_Expression_Up,GTEX-WL46-0326-SM-3LK6Y adipose tissue male 50-59 years,6.24868923087263e-07,0.00010692609983887341,46.60440816044016,27,RAMP2;COL15A1;SEMA3C;OGG1;TSHZ2;SHOX2;MEOX2;NR3C1;FBLN2;ROBO1
GTEx_Tissue_Expression_Up,GTEX-WHWD-0826-SM-3LK6R adipose tissue male 50-59 years,9.540298168065573e-07,0.00015418181872723752,45.25115649393645,26,RAMP2;LAMA2;SEMA3C;PDE1B;OGG1;TSHZ2;MEOX2;BARX1;TRHDE;GNAI1
GTEx_Tissue_Expression_Up,GTEX-S33H-0326-SM-4AD6N breast male 30-39 years,1.0848405219582508e-06,0.00016609479359876587,41.58133919525833,29,RAMP2;COL15A1;ACSS2;SEMA3C;PDE1B;TSHZ2;DPT;F11R;MEOX2;ADAMTS12
GTEx_Tissue_Expression_Up,GTEX-PX3G-0226-SM-3NB2C adipose tissue female 20-29 years,1.2473903320218399e-06,0.0001814329237925766,38.62995243268262,32,RAMP2;COL15A1;PLEKHH2;ACSS2;SEMA3C;TSHZ2;ADAMTS12;NR3C1;FBLN2;TRHDE
GTEx_Tissue_Expression_Up,GTEX-S33H-1126-SM-2XCB6 adipose tissue male 30-39 years,1.6214127023332841e-06,0.0002246042643375011,36.77547598364727,33,COL15A1;ACSS2;SEMA3C;MCM9;TSHZ2;DPT;MEOX2;ADAMTS12;NR3C1;TRHDE
GTEx_Tissue_Expression_Up,GTEX-P78B-0226-SM-3NB1Z adipose tissue female 40-49 years,1.711796364748281e-06,0.00022634616477512496,44.137203841414845,24,GSDMB;GSN;ACSS2;CAV1;TSHZ2;EBF2;COPZ2;DPT;MEOX2;ADAMTS12
GO_Biological_Process_2023,Cardiac Pacemaker Cell Development (GO:0060926),1.9513724475964646e-07,0.0002335792819772968,2883.2382024838475,4,SHOX2;TBX5;TBX18;TBX3
GTEx_Tissue_Expression_Up,GTEX-QDVJ-1326-SM-48U1X colon male 50-59 years,2.7230311215170176e-06,0.0003444042405431741,45.36801908862345,21,IGHV5-51;GSDMB;COL15A1;IGKV1-5;IGHV4-34;DPT;GBA2;IGLV2-8;IGLV3-25;IGHG4
GTEx_Tissue_Expression_Up,GTEX-OHPK-0226-SM-3MJH6 adipose tissue female 50-59 years,2.8870466697981395e-06,0.0003499341151017828,39.02450409564338,26,RAMP2;ACSS2;PLEKHF1;ARHGEF26;LAMA2;CAB39L;NR3C1;GNAI1;GPC3;SLIT3
GTEx_Tissue_Expression_Up,GTEX-R55C-1626-SM-48FEG adipose tissue male 40-49 years,3.5910805678872765e-06,0.0004178581348793635,40.913914843721734,23,TCF7L2;RAMP2;GSN;ACSS2;LAMA2;CAV1;EBF2;WDR20;TRHDE;GNAI1
GTEx_Tissue_Expression_Up,GTEX-XGQ4-0926-SM-4AT4U breast male 50-59 years,4.325149908526699e-06,0.0004686162576375086,37.771835685036706,25,RAMP2;ACSS2;CCDC107;ADAMTS12;TRHDE;GNAI1;HOXA-AS3;CYP26B1;PALMD;NNAT
GTEx_Tissue_Expression_Up,GTEX-XMK1-2226-SM-4B673 adipose tissue male 40-49 years,4.431792090630341e-06,0.0004686162576375086,36.76007454599101,26,RAMP2;COL15A1;PLEKHH2;ACSS2;PDE1B;WDR20;F11R;MEOX2;NR3C1;TRHDE
GTEx_Tissue_Expression_Up,GTEX-WFON-2226-SM-3TW8W adipose tissue male 40-49 years,4.510572435149619e-06,0.0004686162576375086,42.09419133242723,21,TCF7L2;RAMP2;GSN;NEGR1;LAMA2;CAV1;SHOX2;SNX21;FBLN2;MFAP5
GTEx_Tissue_Expression_Up,GTEX-WY7C-0426-SM-3NB3C lung male 50-59 years,5.197211986323418e-06,0.0005066321734952491,35.93838857408035,26,IGHM;RAMP2;PLEKHH2;ACSS2;IGHV4-34;IGLV3-1;ADAMTS12;IGLV2-8;IGLV3-25;IGHG4
GTEx_Tissue_Expression_Up,GTEX-SNOS-0826-SM-4DM5N stomach male 40-49 years,5.224807564406144e-06,0.0005066321734952491,41.16952694378745,21,IGHM;IGHV5-51;IGHV3-30;IGKV1-5;IGHV4-34;IGLV3-1;BARX1;OASL;IGLV2-8;SCUBE2
GTEx_Tissue_Expression_Up,GTEX-WXYG-2226-SM-4E3IM breast female 50-59 years,5.770388909528062e-06,0.000529296897991331,36.238165081730706,25,RAMP2;ZNF197;LAMA2;MCM9;TSHZ2;DPT;LRP6;IGLV2-8;SCUBE2;IGLV2-14
GTEx_Tissue_Expression_Up,GTEX-P4QS-0226-SM-3NB1U adipose tissue male 60-69 years,5.822447829399309e-06,0.000529296897991331,37.10599928596881,24,SMIM14;TCF7L2;RAMP2;PLEKHH2;GSN;NEGR1;LAMA2;CAV1;TSHZ2;ANXA5
GTEx_Tissue_Expression_Up,GTEX-PWCY-1026-SM-48TD4 colon female 20-29 years,6.866879879229911e-06,0.0006053258657175701,33.12074558734234,28,IGHM;ACSS2;IGLV3-1;GBA2;ABO;OASL;IGLV2-8;HOXA-AS3;IGLV3-25;IGLV1-40
GTEx_Tissue_Expression_Up,GTEX-X4EP-0005-SM-3P5ZE blood female 60-69 years,7.1093251633108405e-06,0.0006082654970609187,43.90155991897135,18,IGHM;IGHV5-51;IGHV3-30;IGKV1-5;IGHV4-34;IGLV3-1;ASGR2;OASL;IGLV2-8;IGLV3-25
GTEx_Tissue_Expression_Up,GTEX-XUYS-0226-SM-47JX1 adipose tissue male 50-59 years,7.796726070493713e-06,0.0006480193182590346,35.53606912825263,24,GSDMB;RAMP2;COL15A1;GSN;MORC4;ACSS2;SEMA3C;CAV1;ANXA5;COPZ2
GTEx_Tissue_Expression_Up,GTEX-XQ3S-1326-SM-4BOPQ breast male 20-29 years,8.274218024354161e-06,0.0006686027842457294,34.373032723530415,25,RAMP2;COL15A1;ACSS2;DPT;MEOX2;ADAMTS12;NR3C1;TRHDE;SCUBE2;HOXA-AS3
GTEx_Tissue_Expression_Up,GTEX-P4PQ-0226-SM-2S1NK adipose tissue male 60-69 years,1.0744489713677332e-05,0.0008335860406428686,38.04654218293941,20,RAMP2;COL15A1;GSN;LAMA2;SEMA3C;TSHZ2;EBF2;COPZ2;ANXA11;F11R
GTEx_Tissue_Expression_Up,GTEX-OXRL-0226-SM-3NB18 adipose tissue male 50-59 years,1.089228962101004e-05,0.0008335860406428686,35.64650402611114,22,TCF7L2;RAMP2;GSN;PLEKHF1;LAMA2;CAV1;COPZ2;DPT;FBLN2;CPN2
GTEx_Tissue_Expression_Up,GTEX-S4P3-1526-SM-3K2AV adipose tissue female 50-59 years,1.1175612095246434e-05,0.0008335860406428686,34.531394703912206,23,TCF7L2;RAMP2;GSN;ACSS2;ANXA5;WDR20;ANXA11;SLC35G2;ADAMTS12;FBLN2
GTEx_Tissue_Expression_Up,GTEX-XGQ4-1226-SM-4AT67 colon male 50-59 years,1.2401684693326108e-05,0.0009019125193221411,35.9868191251818,21,IGHV5-51;GSDMB;COL15A1;ACSS2;ARHGEF26;IGKV1-5;ATP2B4;ABO;IGLV2-8;IGLV2-14
GTEx_Tissue_Expression_Up,GTEX-XUW1-0526-SM-4BOP3 adipose tissue female 50-59 years,1.6321949135630078e-05,0.0011543184263539228,33.435258563723345,22,TCF7L2;RAMP2;GSN;ACSS2;PLEKHF1;LAMA2;COPZ2;CCDC107;ADAMTS12;KLF15
GTEx_Tissue_Expression_Up,GTEX-XOT4-0226-SM-4B66Z adipose tissue female 60-69 years,1.666599309276891e-05,0.0011543184263539228,33.323499979735494,22,TCF7L2;COL15A1;PLEKHH2;ACSS2;CAV1;IGKV1-5;SHOX2;EBF2;COPZ2;DPT
GTEx_Tissue_Expression_Up,GTEX-S3XE-1626-SM-3K2AJ adipose tissue male 50-59 years,1.7252128527561448e-05,0.0011671265555040988,31.46538852958808,24,TCF7L2;RAMP2;GSN;LAMA2;PDE1B;CAV1;ANXA5;KLF15;F3;TRHDE
GTEx_Tissue_Expression_Up,GTEX-VJYA-1326-SM-3GIJC adipose tissue male 60-69 years,1.7988474354985526e-05,0.0011892834522421111,27.35587474419304,31,COL15A1;ACSS2;SEMA3C;DPT;MEOX2;ADAMTS12;NR3C1;FBLN2;SCUBE2;EFEMP1
GTEx_Tissue_Expression_Up,GTEX-N7MS-0326-SM-4E3K2 adipose tissue male 60-69 years,1.9291550281596825e-05,0.0012470915504258924,31.689019193886804,23,TCF7L2;RAMP2;COL15A1;CAV1;EBF2;COPZ2;SNX21;MEOX2;NR3C1;F3
GTEx_Tissue_Expression_Up,GTEX-OXRK-0326-SM-3NB3R adipose tissue female 50-59 years,2.0070131923530045e-05,0.001269217690555411,32.33747967686297,22,TCF7L2;RAMP2;GSN;PLEKHF1;NEGR1;LAMA2;CAV1;SHOX2;MEOX2;NR3C1
GTEx_Tissue_Expression_Up,GTEX-WFJO-1926-SM-3GILA adipose tissue male 30-39 years,2.345026351571731e-05,0.0014420060923880501,30.707091774082222,23,TCF7L2;RAMP2;GSN;ACSS2;NEGR1;LAMA2;CAB39L;CAV1;ANXA5;EBF2
GTEx_Tissue_Expression_Up,GTEX-WL46-0426-SM-3TW8J nerve male 50-59 years,2.379384408203039e-05,0.0014420060923880501,32.357755796166266,21,GSTM2;RAMP2;COL15A1;GSN;MORC4;ACSS2;NEGR1;CAB39L;SHOX2;EBF2
GTEx_Tissue_Expression_Up,GTEX-XBED-1526-SM-4AT5W colon male 60-69 years,2.4668559932644052e-05,0.0014645069560012562,26.093545688482106,31,IGHM;ACSS2;IGHV4-34;IGLV3-1;GBA2;ABO;OASL;IGLV2-8;HOXA-AS3;IGLV3-25
GTEx_Tissue_Expression_Up,GTEX-VJYA-2026-SM-4KL1K colon male 60-69 years,2.5417032985761648e-05,0.0014787629791116128,27.775884676613774,27,ACSS2;IGHV4-34;IGLV3-1;F11R;GBA2;ABO;IGLV2-8;HOXA-AS3;IGLV1-40;IGLV6-57
GTEx_Tissue_Expression_Up,GTEX-WFON-1426-SM-4LVMT colon male 40-49 years,2.599345405651913e-05,0.0014826462323610616,25.5175851689232,32,IGHM;ACSS2;IGHV4-34;IGLV3-1;GBA2;ABO;CLYBL;IGLV2-8;HOXA-AS3;IGLV3-25
GTEx_Tissue_Expression_Up,GTEX-P4QT-0226-SM-3LK68 adipose tissue female 50-59 years,2.697274262037909e-05,0.0015089174669746686,31.685754253483655,21,TCF7L2;RAMP2;PLEKHH2;GSN;NEGR1;LAMA2;SHOX2;COG1;DPT;KLF15
GTEx_Tissue_Expression_Up,GTEX-XUZC-1826-SM-4BRVO adipose tissue female 30-39 years,2.997941392548036e-05,0.0016454738699853276,30.26782040239762,22,RAMP2;GSN;PLEKHF1;CAB39L;CAV1;ANXA5;COPZ2;DPT;CCDC107;KLF15
GTEx_Tissue_Expression_Up,GTEX-XLM4-0008-SM-4AT4W skin male 60-69 years,3.089922251959077e-05,0.0016645525612868435,28.03055604045363,25,SEC23A;COL15A1;LAMA2;SEMA3C;TSHZ2;SHOX2;DPT;ADAMTS12;FBLN2;ROBO1
GTEx_Tissue_Expression_Up,GTEX-SSA3-0226-SM-32QPN adipose tissue male 60-69 years,3.400457511166497e-05,0.0017606641732374273,26.05370026416513,28,RAMP2;COL15A1;PLEKHH2;SEMA3C;SDC2;DPT;MEOX2;ADAMTS12;NR3C1;FBLN2
GTEx_Tissue_Expression_Up,GTEX-XBEC-0326-SM-4AT4M adipose tissue male 50-59 years,3.444273021062974e-05,0.0017606641732374273,26.982177489153198,26,RAMP2;COL15A1;PLEKHF1;LAMA2;SEMA3C;NR3C1;FBLN2;ROBO1;CYP26B1;PALM
GTEx_Tissue_Expression_Up,GTEX-UJHI-1626-SM-3DB9A adipose tissue female 50-59 years,3.449909174098775e-05,0.0017606641732374273,30.391142830834564,21,RAMP2;GSN;NEGR1;LAMA2;ANXA5;EBF2;COPZ2;ANXA11;F3;FBLN2
GTEx_Tissue_Expression_Up,GTEX-XGQ4-2626-SM-4AT6B salivary gland male 50-59 years,3.572947306349069e-05,0.001792017881753352,29.38784621969207,22,SMIM14;IGHV5-51;IGHV3-30;TSHZ2;IGKV1-5;IGHV4-34;IGLV3-1;LRP6;IGLV2-8;IGLV3-25
GTEx_Tissue_Expression_Up,GTEX-TMZS-0226-SM-3DB9N adipose tissue male 60-69 years,3.9285567402744195e-05,0.0019369782300776757,30.618274473155367,20,RAMP2;COL15A1;GSN;ACSS2;CAV1;TSHZ2;ANXA5;COPZ2;DPT;ANXA11
GTEx_Tissue_Expression_Up,GTEX-S7SE-0226-SM-2XCD4 adipose tissue male 50-59 years,4.265136294507125e-05,0.002067880246786871,24.7141315104585,29,METTL2B;RAMP2;COL15A1;PLEKHH2;ACSS2;SEMA3C;MCM9;TSHZ2;MEOX2;ADAMTS12
GTEx_Tissue_Expression_Up,GTEX-PLZ6-0926-SM-3P5ZQ colon male 30-39 years,4.409733912006221e-05,0.002102937040987885,25.434694931356354,27,ACSS2;IGHV4-34;IGLV3-1;GBA2;ABO;CLYBL;IGLV2-8;HOXA-AS3;IGLV3-25;IGLV1-40
GTEx_Tissue_Expression_Up,GTEX-T2IS-0226-SM-32QPH adipose tissue female 20-29 years,4.557743707027733e-05,0.0021384639425393024,25.7758217097712,26,COL15A1;SEMA3C;PDE1B;TSHZ2;WDR20;DPT;F11R;MEOX2;ADAMTS12;NR3C1
GTEx_Tissue_Expression_Up,GTEX-WFON-1826-SM-3GILG breast male 40-49 years,4.818842878460229e-05,0.002225081576736636,26.053769178665092,25,RAMP2;COL15A1;ACSS2;LAMA2;TSHZ2;DPT;ADAMTS12;FBLN2;TRHDE;GNAI1
GTEx_Tissue_Expression_Up,GTEX-VUSG-2426-SM-4KKZG adipose tissue male 50-59 years,4.934080458699718e-05,0.0022370878322241433,28.56527338252421,21,RAMP2;COL15A1;ACSS2;TSHZ2;ANXA5;EBF2;SLC35G2;MEOX2;ADAMTS12;FBLN2
GTEx_Tissue_Expression_Up,GTEX-S341-0626-SM-4AD5T stomach female 40-49 years,4.998649332917474e-05,0.0022370878322241433,24.487560265499294,28,IGHM;ACSS2;IGHV4-34;IGLV3-1;BARX1;GBA2;OASL;SCUBE2;IGLV3-25;IGHG4
GTEx_Tissue_Expression_Up,GTEX-S95S-1326-SM-2XCDK adipose tissue male 60-69 years,5.1367258426422146e-05,0.002264050829734273,30.14543495050441,19,TCF7L2;RAMP2;GSN;PLEKHF1;CAB39L;CAV1;CCDC107;KLF15;PARD3B;MFAP5
GTEx_Tissue_Expression_Up,GTEX-S3XE-1026-SM-4AD4O stomach male 50-59 years,5.2373670083527404e-05,0.0022739553175071823,25.692108631540126,25,IGHM;ACSS2;IGHV4-34;IGLV3-1;BARX1;IGLV2-8;SCUBE2;IGLV3-25;IGLV1-40;IGHG2
GTEx_Tissue_Expression_Up,GTEX-WEY5-1926-SM-3GIL8 adipose tissue female 40-49 years,5.3900988503210976e-05,0.00230585258170354,24.18703461737016,28,RAMP2;CAB39L;DPT;NR3C1;GNAI1;SCUBE2;GOLGA4;CYP26B1;PALMD;VTI1A
GTEx_Tissue_Expression_Up,GTEX-WH7G-2226-SM-3NMBN adipose tissue male 40-49 years,5.916079416382814e-05,0.0024585535746082295,28.471805350347942,20,TCF7L2;RAMP2;GSN;LAMA2;PDE1B;WDR20;KLF15;TRHDE;GNAI1;MFAP5
GTEx_Tissue_Expression_Up,GTEX-X3Y1-0926-SM-3P5YT adipose tissue male 40-49 years,5.916079416382814e-05,0.0024585535746082295,28.471805350347942,20,RAMP2;GSN;PLEKHF1;LAMA2;TSHZ2;DPT;BARX1;KLF15;F3;TRHDE
GTEx_Tissue_Expression_Up,GTEX-S341-2026-SM-2XCAA blood vessel female 40-49 years,6.119808532461403e-05,0.0025073976085817212,30.220371000338147,18,SMIM14;GSN;NEGR1;LAMA2;CAB39L;EBF2;MEOX2;PARD3B;MFAP5;TBX15
GTEx_Tissue_Expression_Up,GTEX-QMRM-1126-SM-447BN stomach male 50-59 years,8.802643967888338e-05,0.003513682525744538,27.291814344236318,19,IGHM;IGHV5-51;IGHV3-30;IGKV1-5;IGLV3-1;BARX1;SCUBE2;CXCL10;IGLV1-40;IGHG2
GTEx_Tissue_Expression_Up,GTEX-QLQW-0426-SM-447A7 colon male 30-39 years,8.817422632497466e-05,0.003513682525744538,21.311352951760888,31,IGHM;ACSS2;IGHV4-34;IGLV3-1;GBA2;ABO;CLYBL;OASL;IGLV2-8;HOXA-AS3
GTEx_Tissue_Expression_Up,GTEX-TML8-2026-SM-32QOP adipose tissue female 40-49 years,9.664997968145635e-05,0.0037118225123971547,22.6845036347137,26,RAMP2;ACSS2;MCM9;DPT;F11R;MEOX2;NR3C1;FBLN2;TRHDE;GNAI1
GTEx_Tissue_Expression_Up,GTEX-OHPL-0526-SM-3NM8U lung female 60-69 years,9.712229510053892e-05,0.0037118225123971547,25.287510607243608,21,IGHM;IGHV5-51;IGHV3-30;IGKV1-5;IGHV4-34;IGLV3-1;TBX5;IGLV2-8;IGLV3-25;CXCL10
GTEx_Tissue_Expression_Up,GTEX-W5WG-1426-SM-4KKZP thyroid female 50-59 years,9.801272186689372e-05,0.0037118225123971547,23.05824794887171,25,IGHM;RAMP2;SDC2;IGHV4-34;IGLV3-1;F11R;ABO;IGLV2-8;IGLV3-25;IGHG4
GTEx_Tissue_Expression_Up,GTEX-X4LF-0526-SM-3NMB6 lung male 50-59 years,9.825037244915122e-05,0.0037118225123971547,23.517661082110603,24,IGHM;IGHV5-51;PLEKHH2;ADHFE1;IGKV1-5;IGHV4-34;IGLV3-1;TBX5;IGLV2-8;IGLV3-25
GTEx_Tissue_Expression_Up,GTEX-S4P3-1826-SM-3K2AL blood vessel female 50-59 years,0.00012063325910409863,0.0044990019324849095,26.545408769423403,18,SMIM14;TCF7L2;SEC23A;NEGR1;CAB39L;SDC2;SHOX2;MEOX2;KLF15;TBX18
GTEx_Tissue_Expression_Up,GTEX-OXRK-0926-SM-2HMKP lung female 50-59 years,0.0001349810054050816,0.004970376515485853,22.675774840311835,23,IGHM;IGHV5-51;PLEKHH2;IGHV3-30;LAMA2;CAV1;IGKV1-5;IGHV4-34;IGLV3-1;IGLV2-8
GTEx_Tissue_Expression_Up,GTEX-TKQ2-1326-SM-4DXT9 colon male 50-59 years,0.00014303291991131918,0.005201034550275343,20.16579809695918,29,ACSS2;IGHV4-34;IGLV3-1;GBA2;ABO;CLYBL;OASL;IGLV2-8;HOXA-AS3;IGLV3-25
GTEx_Tissue_Expression_Up,GTEX-RVPU-2326-SM-2TF6R adipose tissue male 50-59 years,0.00015338676938104158,0.005508668050980864,20.538141979651453,27,RAMP2;PLEKHH2;LAMA2;CAB39L;MCM9;TSHZ2;SHOX2;DPT;FBLN2;GPC3
GTEx_Tissue_Expression_Up,GTEX-S4UY-0226-SM-3K2AP adipose tissue female 40-49 years,0.00016065836908427778,0.005631964531550479,24.300126025540987,19,TCF7L2;GSDMB;RAMP2;GSN;LAMA2;PDE1B;DPT;SLC35G2;F3;GNAI1
GTEx_Tissue_Expression_Up,GTEX-WFG8-1326-SM-4LVN3 stomach male 20-29 years,0.00016102083538530436,0.005631964531550479,19.21825601533077,31,IGHM;ACSS2;IGHV4-34;IGLV3-1;BARX1;GBA2;OASL;IGLV2-8;IGLV3-25;IGHG4
GTEx_Tissue_Expression_Up,GTEX-OHPK-2326-SM-3MJH2 fallopian tube female 50-59 years,0.0001626280579753318,0.005631964531550479,26.917516841593528,16,PLEKHF1;CAB39L;ADHFE1;SDC2;ATP2B4;DPT;KLF15;LRP6;ZNF16;IGHG4
