ensg,symbol,name,pct_loc_M3,pct_loc_M1,pct_loc_M2,pct_Hemato,pct_Bone
ENSG00000115137.12,,,0.5394,0.0000,0.0500,0.0726,0.3438
ENSG00000110844.13,,,0.5393,0.0000,0.0000,0.1654,0.2871
ENSG00000204611.7,,,0.5391,0.3355,0.0089,0.0591,0.3775
ENSG00000175164.15,,,0.5389,0.6819,0.0000,0.1764,0.1253
ENSG00000109436.8,,,0.5387,0.0000,0.0000,0.0221,0.4100
ENSG00000164741.15,,,0.5386,0.1318,0.0752,0.0097,0.4323
ENSG00000249502.3,,,0.5385,0.1717,0.0000,0.0006,0.3082
ENSG00000013523.10,,,0.5384,0.0000,0.0000,0.0549,0.3943
ENSG00000261758.1,,,0.5383,0.1957,0.1524,0.0173,0.3950
ENSG00000101384.12,,,0.5381,0.0551,0.2236,0.0002,0.4529
ENSG00000184677.18,,,0.5380,0.1580,0.0000,0.1457,0.2843
ENSG00000178980.15,,,0.5380,0.0870,0.0000,0.1689,0.2588
ENSG00000085063.16,,,0.5379,0.0000,0.0000,0.0515,0.3816
ENSG00000249593.6,,,0.5377,0.0000,0.0958,0.1035,0.3279
ENSG00000188599.17,,,0.5377,0.7521,0.0000,0.1126,0.1813
ENSG00000130803.15,,,0.5377,0.0480,0.0000,0.1368,0.3022
ENSG00000135315.12,,,0.5375,0.1699,0.0000,0.1325,0.2738
ENSG00000155657.26,,,0.5373,0.3392,0.0000,0.2125,0.2156
ENSG00000116133.13,,,0.5371,0.3564,0.0000,0.0456,0.3705
ENSG00000137474.22,,,0.5369,0.0000,0.0000,0.2665,0.1854
ENSG00000072840.13,,,0.5369,0.2932,0.0673,0.0011,0.4569
ENSG00000100154.14,,,0.5364,0.1864,0.0000,0.0255,0.4288
ENSG00000163625.15,,,0.5360,0.0000,0.0341,0.0534,0.3758
ENSG00000281005.1,,,0.5360,0.0000,0.0000,0.0311,0.3930
ENSG00000152894.14,,,0.5357,0.2643,0.0000,0.0036,0.4419
ENSG00000166147.13,,,0.5356,0.2023,0.0539,0.0130,0.4384
ENSG00000287629.1,,,0.5356,0.0436,0.0000,0.0905,0.2618
ENSG00000259416.2,,,0.5353,0.1146,0.0000,0.0031,0.4081
ENSG00000080573.7,,,0.5349,0.2094,0.0000,0.0047,0.4539
ENSG00000144214.9,,,0.5348,0.0000,0.0000,0.0493,0.3776
ENSG00000130158.14,,,0.5345,0.0615,0.0000,0.0135,0.4377
ENSG00000164512.18,,,0.5345,0.4400,0.0000,0.0029,0.4525
ENSG00000242113.3,,,0.5342,0.0000,0.0000,0.0416,0.3430
ENSG00000272668.2,,,0.5341,0.0687,0.0000,0.1282,0.3236
ENSG00000031081.11,,,0.5340,0.0000,0.0000,0.0039,0.4410
ENSG00000158863.22,,,0.5340,0.0000,0.0000,0.0117,0.4201
ENSG00000163902.12,,,0.5333,0.1179,0.0000,0.2130,0.2233
ENSG00000134369.15,,,0.5331,0.1816,0.0541,0.0290,0.4345
ENSG00000141741.12,,,0.5329,0.0464,0.0000,0.1342,0.3200
ENSG00000110011.13,,,0.5326,0.0000,0.2523,0.0864,0.3403
ENSG00000223629.1,,,0.5326,0.3106,0.0000,0.0159,0.4054
ENSG00000119899.13,,,0.5325,0.0000,0.1585,0.1172,0.3326
ENSG00000135835.12,,,0.5322,0.0000,0.0000,0.0223,0.4319
ENSG00000158850.15,,,0.5319,0.1690,0.0000,0.2486,0.1988
ENSG00000165029.16,,,0.5319,0.0000,0.0465,0.0062,0.4129
ENSG00000172037.14,,,0.5315,0.2084,0.0570,0.0008,0.4638
ENSG00000123384.14,,,0.5314,0.0905,0.1030,0.0021,0.4418
ENSG00000049167.14,,,0.5310,0.1518,0.0000,0.0057,0.3667
ENSG00000267199.1,,,0.5309,0.0277,0.0154,0.0977,0.2910
ENSG00000189339.12,,,0.5306,0.2903,0.0000,0.3773,0.0352
ENSG00000078246.17,,,0.5303,0.2271,0.0000,0.0356,0.4053
ENSG00000074410.14,,,0.5298,0.0000,0.0000,0.0053,0.4338
ENSG00000133169.6,,,0.5298,0.4578,0.1908,0.0820,0.3515
ENSG00000138002.15,,,0.5295,0.0828,0.0000,0.2404,0.1839
ENSG00000136960.12,,,0.5294,0.1840,0.0000,0.0044,0.4510
ENSG00000138835.22,,,0.5293,0.1344,0.0000,0.0203,0.4338
ENSG00000164077.14,,,0.5292,0.0000,0.1045,0.0728,0.3764
ENSG00000072694.20,,,0.5291,0.0000,0.0000,0.3016,0.1420
ENSG00000145860.11,,,0.5290,0.0000,0.0000,0.0999,0.3505
ENSG00000079277.21,,,0.5288,0.0131,0.0000,0.2477,0.1880
ENSG00000110274.16,,,0.5286,0.0000,0.0000,0.0358,0.3979
ENSG00000280383.1,,,0.5286,0.0000,0.0000,0.0255,0.4004
ENSG00000155980.12,,,0.5285,0.4646,0.1240,0.0034,0.4552
ENSG00000081059.20,,,0.5284,0.0654,0.1212,0.1451,0.3019
ENSG00000142279.13,,,0.5284,0.1868,0.0000,0.0019,0.4282
ENSG00000074590.13,,,0.5283,0.1686,0.1654,0.0038,0.4561
ENSG00000176410.8,,,0.5283,0.1601,0.1061,0.0494,0.4038
ENSG00000188897.9,,,0.5269,0.5866,0.0000,0.0034,0.2957
ENSG00000118960.13,,,0.5263,0.0918,0.1040,0.0019,0.3368
ENSG00000204220.11,,,0.5262,0.0000,0.0000,0.2175,0.2330
ENSG00000198932.13,,,0.5261,0.0000,0.1126,0.1770,0.2588
ENSG00000251254.1,,,0.5260,0.0781,0.0000,0.0824,0.2637
ENSG00000196074.13,,,0.5258,0.0966,0.0000,0.2064,0.2102
ENSG00000145919.11,,,0.5258,0.1065,0.0000,0.0481,0.3970
ENSG00000239697.11,,,0.5258,0.2011,0.0000,0.0362,0.4277
ENSG00000164164.17,,,0.5257,0.0000,0.0000,0.0884,0.3707
ENSG00000007384.15,,,0.5255,0.0000,0.0000,0.0005,0.4518
ENSG00000140992.19,,,0.5254,0.3575,0.0000,0.2391,0.2125
ENSG00000108639.7,,,0.5253,0.3331,0.0000,0.4062,0.0494
ENSG00000181638.18,,,0.5251,0.0044,0.0000,0.0619,0.3669
ENSG00000177728.17,,,0.5251,0.0000,0.0000,0.0264,0.4167
ENSG00000162231.14,,,0.5247,0.2128,0.0000,0.1090,0.3145
ENSG00000091136.14,,,0.5245,0.0594,0.0756,0.0051,0.4485
ENSG00000122779.18,,,0.5244,0.1198,0.0000,0.2728,0.1560
ENSG00000183655.13,,,0.5244,0.0000,0.0000,0.0737,0.3803
ENSG00000117899.11,,,0.5244,0.0000,0.0000,0.1109,0.3380
ENSG00000189223.15,,,0.5243,0.0000,0.0000,0.2525,0.1856
ENSG00000227908.3,,,0.5238,0.0000,0.0000,0.0032,0.4410
ENSG00000198300.14,,,0.5235,0.1587,0.0000,0.0355,0.4159
ENSG00000167775.11,,,0.5235,0.0389,0.0103,0.0324,0.3969
ENSG00000168056.16,,,0.5233,0.0000,0.0000,0.0047,0.4296
ENSG00000088854.12,,,0.5232,0.0000,0.0000,0.0249,0.4234
ENSG00000175283.7,,,0.5231,0.0513,0.0480,0.0015,0.4393
ENSG00000164366.4,,,0.5230,0.1181,0.2178,0.0286,0.4213
ENSG00000176978.14,,,0.5229,0.0000,0.0000,0.0766,0.3732
ENSG00000048028.11,,,0.5227,0.0000,0.0000,0.1950,0.2687
ENSG00000188343.13,,,0.5224,0.2772,0.0000,0.0000,0.4441
ENSG00000171067.11,,,0.5223,0.0000,0.0000,0.0737,0.3806
ENSG00000173482.16,,,0.5223,0.1581,0.4237,0.0007,0.4586
ENSG00000150760.12,,,0.5220,0.4281,0.0000,0.0012,0.4528
ENSG00000063660.9,,,0.5217,0.1753,0.0000,0.0234,0.4403
ENSG00000288093.1,,,0.5216,0.0000,0.0000,0.0072,0.4554
ENSG00000138448.12,,,0.5210,0.0000,0.0000,0.0019,0.4513
ENSG00000168591.16,,,0.5207,0.0000,0.0000,0.1019,0.3504
ENSG00000173599.15,,,0.5205,0.2266,0.0294,0.0484,0.3910
ENSG00000214063.11,,,0.5202,0.0000,0.0000,0.0780,0.3780
ENSG00000279091.1,,,0.5200,0.1867,0.0000,0.0317,0.4240
ENSG00000111052.7,,,0.5200,0.0000,0.0385,0.1244,0.3180
ENSG00000148400.12,,,0.5196,0.0000,0.0000,0.0160,0.4300
ENSG00000106479.11,,,0.5194,0.0000,0.0731,0.1335,0.3201
ENSG00000123636.18,,,0.5189,0.0000,0.0000,0.0626,0.4077
ENSG00000067221.14,,,0.5189,0.0000,0.0000,0.0239,0.4425
ENSG00000152104.12,,,0.5187,0.2288,0.0000,0.0014,0.4451
ENSG00000182963.10,,,0.5187,0.0000,0.0000,0.1514,0.2796
ENSG00000118200.14,,,0.5186,0.1947,0.0000,0.0012,0.4566
ENSG00000124275.15,,,0.5184,0.0000,0.0000,0.0773,0.3791
ENSG00000145945.7,,,0.5184,0.1670,0.0000,0.0029,0.4612
ENSG00000149634.4,,,0.5183,0.0000,0.0000,0.0042,0.4565
ENSG00000080823.23,,,0.5181,0.0000,0.0000,0.0218,0.4499
ENSG00000174306.21,,,0.5178,0.1307,0.2113,0.0060,0.4077
ENSG00000159640.16,,,0.5176,0.1506,0.0000,0.0484,0.4147
ENSG00000092964.18,,,0.5175,0.2199,0.0000,0.0169,0.4184
ENSG00000136699.19,,,0.5174,0.0000,0.0000,0.2398,0.2194
ENSG00000143294.15,,,0.5159,0.0000,0.0000,0.1097,0.3384
ENSG00000074964.17,,,0.5157,0.0000,0.0000,0.0259,0.4418
ENSG00000263961.8,,,0.5154,0.4310,0.0000,0.0209,0.3654
ENSG00000273151.1,,,0.5154,0.5336,0.0000,0.3112,0.1392
ENSG00000119688.21,,,0.5151,0.0123,0.0000,0.1602,0.3095
ENSG00000131067.17,,,0.5151,0.0000,0.0000,0.0139,0.4622
ENSG00000167772.12,,,0.5150,0.0000,0.0000,0.0653,0.3766
ENSG00000101391.21,,,0.5150,0.0000,0.0000,0.3233,0.1193
ENSG00000109323.11,,,0.5147,0.2064,0.0000,0.3843,0.0731
ENSG00000099338.23,,,0.5146,0.0000,0.4414,0.0084,0.4425
ENSG00000105880.7,,,0.5143,0.9509,0.0000,0.0034,0.4385
ENSG00000170322.14,,,0.5142,0.0237,0.0000,0.2786,0.1790
ENSG00000141441.16,,,0.5141,0.0510,0.1543,0.0029,0.4540
ENSG00000097007.19,,,0.5140,0.0000,0.0000,0.0050,0.4547
ENSG00000158161.16,,,0.5139,0.0000,0.0000,0.0785,0.3576
ENSG00000286138.1,,,0.5139,0.0000,0.0000,0.0464,0.4002
ENSG00000211637.2,,,0.5138,0.8071,0.0000,0.2423,0.1295
ENSG00000160539.6,,,0.5137,0.1753,0.0000,0.0089,0.4470
ENSG00000146411.6,,,0.5136,0.0000,0.0000,0.0783,0.3791
ENSG00000104490.18,,,0.5136,0.0000,0.0000,0.0628,0.3670
ENSG00000131061.14,,,0.5135,0.0000,0.0000,0.0696,0.3899
ENSG00000168904.15,,,0.5135,0.0000,0.0000,0.0647,0.4041
ENSG00000007047.15,,,0.5134,0.0000,0.0760,0.0323,0.4328
ENSG00000204172.12,,,0.5134,0.0436,0.0000,0.0941,0.2733
ENSG00000013288.9,,,0.5132,0.0000,0.0217,0.0535,0.4199
ENSG00000163082.10,,,0.5131,0.3330,0.0000,0.0306,0.4048
ENSG00000224093.5,,,0.5131,0.0000,0.2915,0.0710,0.4093
ENSG00000113384.14,,,0.5126,0.0000,0.0000,0.3111,0.1229
ENSG00000223224.1,,,0.5123,0.3074,0.0078,0.1559,0.0915
ENSG00000133612.19,,,0.5122,0.0000,0.1451,0.0433,0.4050
ENSG00000162407.9,,,0.5119,0.1271,0.0681,0.0016,0.4736
ENSG00000270504.1,,,0.5118,0.0000,0.0000,0.0010,0.4730
ENSG00000285816.1,,,0.5118,0.0000,0.2945,0.0159,0.4310
ENSG00000139908.15,,,0.5114,0.0000,0.0767,0.1860,0.2848
ENSG00000265458.2,,,0.5098,0.0000,0.0000,0.0688,0.3210
ENSG00000198756.12,,,0.5096,0.0000,0.1466,0.1217,0.3338
ENSG00000171680.22,,,0.5095,0.0000,0.0000,0.0378,0.4260
ENSG00000163430.12,,,0.5091,0.2677,0.0000,0.0094,0.4617
ENSG00000161551.14,,,0.5091,0.0000,0.0000,0.0251,0.4522
ENSG00000175906.5,,,0.5090,0.0000,0.0000,0.0347,0.4437
ENSG00000136848.17,,,0.5087,0.2020,0.0000,0.0135,0.4601
ENSG00000239605.11,,,0.5086,0.0000,0.2196,0.0609,0.3132
ENSG00000240849.11,,,0.5083,0.0000,0.1603,0.0347,0.4164
ENSG00000164125.15,,,0.5082,0.0000,0.0000,0.0135,0.4596
ENSG00000198690.10,,,0.5082,0.0000,0.0000,0.2450,0.1949
ENSG00000105568.18,,,0.5079,0.0000,0.0238,0.0873,0.3965
ENSG00000114554.11,,,0.5075,0.0000,0.0000,0.0920,0.3946
ENSG00000250853.1,,,0.5075,0.0000,0.0227,0.0321,0.4144
ENSG00000253438.4,,,0.5074,0.1138,0.0000,0.3620,0.0884
ENSG00000185483.12,,,0.5074,0.0000,0.0751,0.1785,0.2934
ENSG00000159388.6,,,0.5070,0.1148,0.0000,0.1312,0.3225
ENSG00000234428.2,,,0.5066,0.0000,0.1443,0.0323,0.4193
ENSG00000196743.9,,,0.5064,0.0000,0.0000,0.1047,0.3841
ENSG00000122642.11,,,0.5062,0.2363,0.0000,0.0075,0.4827
ENSG00000248222.5,,,0.5062,0.0089,0.0469,0.3671,0.0508
ENSG00000196428.12,,,0.5062,0.0000,0.0000,0.0000,0.4629
ENSG00000229431.1,,,0.5060,0.0000,0.0518,0.1069,0.3195
ENSG00000213380.15,,,0.5060,0.0000,0.0000,0.0400,0.4272
ENSG00000260454.2,,,0.5058,0.0000,0.0000,0.1510,0.2762
ENSG00000136869.16,,,0.5055,0.0000,0.0000,0.3471,0.1229
ENSG00000197724.11,,,0.5055,0.0000,0.0000,0.0640,0.4129
ENSG00000279237.1,,,0.5052,0.1488,0.0000,0.0927,0.2082
ENSG00000242888.1,,,0.5051,0.0000,0.0000,0.0152,0.4304
ENSG00000255874.2,,,0.5050,0.0152,0.0000,0.0094,0.4509
ENSG00000172977.13,,,0.5050,0.0000,0.0000,0.0520,0.3508
ENSG00000227630.4,,,0.5046,0.0000,0.0000,0.1726,0.2438
ENSG00000280365.1,,,0.5045,0.0000,0.0000,0.0686,0.3892
ENSG00000134256.12,,,0.5044,0.4340,0.0000,0.0556,0.3911
ENSG00000085978.22,,,0.5042,0.0000,0.0000,0.2736,0.1993
ENSG00000143878.10,,,0.5037,0.0000,0.0000,0.0070,0.4571
ENSG00000171453.20,,,0.5032,0.0000,0.1988,0.0480,0.4007
ENSG00000180596.7,,,0.5031,0.1186,0.0000,0.0682,0.3598
ENSG00000143842.15,,,0.5026,0.0000,0.0000,0.0001,0.4785
ENSG00000185633.10,,,0.5026,0.0856,0.0000,0.0306,0.4348
ENSG00000287066.1,,,0.5024,0.0175,0.0000,0.3557,0.0445
ENSG00000166164.15,,,0.5020,0.4087,0.0000,0.4166,0.0001
ENSG00000265218.1,,,0.5017,0.0401,0.0000,0.1481,0.1563
ENSG00000183921.7,,,0.5016,0.0811,0.0000,0.1076,0.3538
ENSG00000135631.16,,,0.5016,0.0000,0.0000,0.0675,0.4078
ENSG00000204310.13,,,0.5014,0.1153,0.0000,0.0031,0.4750
ENSG00000245849.8,,,0.5012,0.4954,0.0000,0.3886,0.0575
ENSG00000067182.7,,,0.5010,0.0000,0.0000,0.1007,0.3664
ENSG00000142910.16,,,0.5003,0.0000,0.3315,0.0048,0.4742
ENSG00000105429.13,,,0.5002,0.0000,0.0377,0.0129,0.4675
ENSG00000153132.13,,,0.5001,0.2368,0.0025,0.0035,0.4700
ENSG00000148848.14,,,0.5000,0.2819,0.0000,0.0013,0.4801
ENSG00000105662.16,,,0.4995,0.0372,0.0000,0.0008,0.4519
ENSG00000221038.1,,,0.4994,0.0000,0.0000,0.0831,0.2824
ENSG00000126522.17,,,0.4992,0.0000,0.0384,0.0860,0.3683
ENSG00000104321.11,,,0.4990,0.0000,0.0000,0.0190,0.4695
ENSG00000182534.13,,,0.4986,0.1625,0.0000,0.0007,0.4569
ENSG00000144857.14,,,0.4985,0.1378,0.1515,0.0102,0.4464
ENSG00000251230.6,,,0.4984,0.0000,0.0000,0.0002,0.4625
ENSG00000245025.3,,,0.4983,0.0000,0.0550,0.0038,0.4922
ENSG00000154447.15,,,0.4982,0.3212,0.0000,0.0131,0.4480
ENSG00000115896.16,,,0.4981,0.0360,0.0326,0.0055,0.4676
ENSG00000166033.13,,,0.4980,0.2327,0.0000,0.0030,0.4845
ENSG00000225907.1,,,0.4973,0.0000,0.0597,0.0921,0.2975
ENSG00000123388.4,,,0.4972,0.1313,0.0000,0.3458,0.0400
ENSG00000185386.15,,,0.4972,0.0000,0.1388,0.0108,0.4476
ENSG00000168952.15,,,0.4972,0.3589,0.0000,0.0313,0.4480
ENSG00000102393.10,,,0.4971,0.0000,0.0000,0.0584,0.4227
ENSG00000142686.8,,,0.4965,0.0000,0.0000,0.1056,0.3729
ENSG00000035862.12,,,0.4960,0.0677,0.1794,0.0166,0.4806
ENSG00000203801.8,,,0.4959,0.0000,0.2448,0.3236,0.1054
ENSG00000102802.10,,,0.4955,0.2523,0.0000,0.0141,0.4571
ENSG00000143067.5,,,0.4954,0.0000,0.1066,0.0128,0.4765
ENSG00000197746.14,,,0.4953,0.0000,0.0000,0.0745,0.4150
ENSG00000189410.12,,,0.4953,0.1596,0.0000,0.1463,0.2656
ENSG00000230359.5,,,0.4952,0.0000,0.0271,0.1412,0.2860
ENSG00000197555.9,,,0.4948,0.0000,0.0000,0.2691,0.1950
ENSG00000081721.12,,,0.4947,0.0000,0.0449,0.1189,0.3235
ENSG00000184371.14,,,0.4940,0.0000,0.0000,0.0028,0.4774
ENSG00000280042.1,,,0.4933,0.0000,0.0000,0.0848,0.3793
ENSG00000277494.2,,,0.4929,0.0000,0.0423,0.0085,0.4382
ENSG00000108528.14,,,0.4928,0.1672,0.0000,0.0370,0.4413
ENSG00000229585.4,,,0.4928,0.0382,0.0000,0.1953,0.2613
ENSG00000069122.19,,,0.4928,0.0000,0.0000,0.0006,0.4853
ENSG00000275927.1,,,0.4925,0.1280,0.0000,0.0200,0.4117
ENSG00000223685.6,,,0.4923,0.0000,0.0628,0.3809,0.0318
ENSG00000136010.14,,,0.4922,0.2742,0.0000,0.0033,0.4772
ENSG00000229808.1,,,0.4918,0.5183,0.0000,0.0012,0.3307
ENSG00000196155.13,,,0.4915,0.0000,0.0000,0.0429,0.4411
ENSG00000149480.7,,,0.4915,0.5616,0.0000,0.2571,0.2237
ENSG00000101871.14,,,0.4911,0.0428,0.0727,0.0018,0.4889
ENSG00000276368.1,,,0.4910,0.6219,0.0000,0.2020,0.2605
ENSG00000113248.6,,,0.4908,0.0000,0.0000,0.0116,0.4540
ENSG00000125675.18,,,0.4907,0.1296,0.0000,0.1259,0.2996
ENSG00000258944.1,,,0.4906,0.0000,0.0000,0.0185,0.4305
ENSG00000275023.5,,,0.4905,0.0000,0.0000,0.2137,0.2585
ENSG00000117834.12,,,0.4905,0.0000,0.1027,0.0044,0.4765
ENSG00000102024.18,,,0.4904,0.3477,0.0000,0.0094,0.4759
ENSG00000149516.14,,,0.4901,0.5055,0.0000,0.2029,0.2651
ENSG00000223901.2,,,0.4895,0.0000,0.0382,0.2309,0.2452
ENSG00000275713.2,,,0.4895,0.5207,0.0000,0.1925,0.2607
ENSG00000170180.22,,,0.4894,0.4592,0.0000,0.0673,0.4333
ENSG00000232536.1,,,0.4893,0.0000,0.0000,0.0162,0.4491
ENSG00000071282.12,,,0.4893,0.0000,0.0000,0.0156,0.4687
ENSG00000225138.8,,,0.4892,0.0000,0.0000,0.0990,0.4014
ENSG00000158773.14,,,0.4891,0.3435,0.0000,0.4026,0.0851
ENSG00000207445.1,,,0.4888,0.1104,0.0000,0.0742,0.2307
ENSG00000232406.7,,,0.4888,0.0000,0.1362,0.0006,0.4768
ENSG00000273445.1,,,0.4884,0.2824,0.2144,0.0310,0.2738
ENSG00000111321.11,,,0.4882,0.0032,0.0168,0.0000,0.4747
ENSG00000110711.10,,,0.4880,0.0000,0.0000,0.2754,0.2115
ENSG00000134245.18,,,0.4880,0.0000,0.3988,0.0000,0.4881
ENSG00000169641.13,,,0.4876,0.0000,0.0000,0.0147,0.4834
ENSG00000171444.18,,,0.4876,0.0993,0.0000,0.0014,0.4708
ENSG00000185274.12,,,0.4873,0.5286,0.0024,0.0507,0.3975
ENSG00000184014.8,,,0.4872,0.0000,0.0000,0.0172,0.4528
ENSG00000110237.5,,,0.4871,0.0000,0.0000,0.0001,0.4893
ENSG00000148840.11,,,0.4871,0.1305,0.0000,0.0154,0.4590
ENSG00000255342.1,,,0.4869,0.0000,0.1225,0.0057,0.4502
ENSG00000142733.17,,,0.4867,0.0000,0.0000,0.0077,0.4656
ENSG00000258498.8,,,0.4866,0.5775,0.0000,0.0935,0.3227
ENSG00000167384.10,,,0.4865,0.0000,0.0563,0.0222,0.4252
ENSG00000103066.13,,,0.4865,0.0000,0.0000,0.3069,0.1971
ENSG00000164385.9,,,0.4864,0.1851,0.0000,0.0080,0.3239
ENSG00000167601.12,,,0.4860,0.0000,0.0000,0.1932,0.2996
ENSG00000259521.1,,,0.4860,0.0000,0.0000,0.0160,0.4403
ENSG00000196912.12,,,0.4857,0.0000,0.0000,0.0622,0.4327
ENSG00000167566.17,,,0.4854,0.0000,0.0142,0.0155,0.4873
ENSG00000183807.8,,,0.4853,0.0000,0.0000,0.0351,0.4009
ENSG00000251682.1,,,0.4853,0.0000,0.0000,0.0081,0.4739
ENSG00000067064.11,,,0.4853,0.0000,0.0353,0.1250,0.3625
ENSG00000101425.13,,,0.4853,0.5032,0.2649,0.1833,0.2945
ENSG00000204599.14,,,0.4848,0.7066,0.0000,0.4678,0.0002
ENSG00000007314.12,,,0.4847,0.0000,0.0000,0.0130,0.4565
ENSG00000198786.2,,,0.4843,0.0698,0.0000,0.3068,0.0930
ENSG00000228412.9,,,0.4842,0.0000,0.0000,0.0003,0.4737
ENSG00000111981.5,,,0.4838,0.0000,0.0000,0.0535,0.4220
ENSG00000279752.1,,,0.4832,0.0000,0.1563,0.0047,0.4684
ENSG00000108828.16,,,0.4831,0.0000,0.1050,0.0442,0.4401
ENSG00000136444.10,,,0.4830,0.0000,0.0000,0.2013,0.2961
ENSG00000204859.13,,,0.4828,0.0000,0.0000,0.0370,0.4542
ENSG00000076356.7,,,0.4826,0.0000,0.0000,0.0040,0.4900
ENSG00000119523.10,,,0.4825,0.0000,0.0226,0.2020,0.2746
ENSG00000143344.15,,,0.4820,0.0000,0.0297,0.0811,0.4157
ENSG00000159363.18,,,0.4814,0.0000,0.0000,0.1378,0.3564
ENSG00000109472.14,,,0.4813,0.4920,0.2800,0.0048,0.4888
ENSG00000166822.13,,,0.4812,0.0000,0.0000,0.2203,0.2743
ENSG00000154133.15,,,0.4807,0.0000,0.0009,0.0043,0.4802
ENSG00000116962.15,,,0.4806,0.0000,0.0249,0.0018,0.5044
ENSG00000127946.17,,,0.4803,0.0000,0.0000,0.0380,0.4482
ENSG00000228817.4,,,0.4799,0.3248,0.0000,0.1140,0.2691
ENSG00000172803.18,,,0.4799,0.0000,0.0000,0.0313,0.4532
ENSG00000186272.12,,,0.4797,0.0000,0.0542,0.4311,0.0096
ENSG00000273008.1,,,0.4797,0.1154,0.1551,0.0291,0.2462
ENSG00000087077.14,,,0.4795,0.0000,0.0000,0.0078,0.4794
ENSG00000254838.5,,,0.4790,0.6077,0.0075,0.1889,0.2343
ENSG00000213853.10,,,0.4789,0.0627,0.0000,0.0117,0.4925
ENSG00000212283.1,,,0.4788,0.0703,0.0000,0.0943,0.4013
ENSG00000271843.1,,,0.4788,0.0000,0.0000,0.0271,0.4299
ENSG00000165655.17,,,0.4787,0.0000,0.0000,0.0069,0.4930
ENSG00000112077.16,,,0.4782,0.4691,0.0000,0.1267,0.3611
ENSG00000204262.14,,,0.4781,0.1597,0.1400,0.0655,0.4275
ENSG00000227911.3,,,0.4780,0.0000,0.0808,0.1557,0.3309
ENSG00000260807.7,,,0.4780,0.3761,0.0000,0.1301,0.2870
ENSG00000279891.1,,,0.4780,0.0000,0.0000,0.1986,0.2278
ENSG00000260196.1,,,0.4779,0.4843,0.2110,0.1588,0.2824
ENSG00000110925.7,,,0.4779,0.0000,0.0000,0.0241,0.4719
ENSG00000133619.17,,,0.4779,0.0000,0.0000,0.1005,0.4050
ENSG00000077782.20,,,0.4779,0.0516,0.0000,0.0047,0.4967
ENSG00000170581.14,,,0.4773,0.0000,0.0000,0.0443,0.4616
ENSG00000278570.5,,,0.4769,0.0000,0.1056,0.0001,0.4969
ENSG00000105610.5,,,0.4768,0.5411,0.0000,0.1044,0.4015
ENSG00000273703.1,,,0.4767,0.4850,0.0000,0.1937,0.2638
ENSG00000149289.11,,,0.4767,0.0000,0.0000,0.0722,0.4223
ENSG00000074966.11,,,0.4767,0.3180,0.0000,0.0106,0.4670
ENSG00000253649.5,,,0.4767,0.0000,0.0000,0.3758,0.1015
ENSG00000136068.14,,,0.4765,0.0000,0.0000,0.0032,0.4788
ENSG00000120549.18,,,0.4765,0.0000,0.0000,0.0192,0.4543
ENSG00000126746.17,,,0.4759,0.0000,0.0000,0.1985,0.2681
ENSG00000122863.6,,,0.4755,0.0000,0.0000,0.0002,0.4956
ENSG00000197903.7,,,0.4755,0.3736,0.0000,0.1475,0.2829
ENSG00000008438.5,,,0.4751,0.3394,0.0000,0.1050,0.3807
ENSG00000244018.1,,,0.4751,0.0000,0.0000,0.1657,0.2858
ENSG00000176896.8,,,0.4748,0.0000,0.0000,0.0957,0.3498
ENSG00000129009.13,,,0.4740,0.0191,0.0000,0.0092,0.4925
ENSG00000129219.14,,,0.4736,0.0000,0.0000,0.0426,0.4621
ENSG00000286341.1,,,0.4736,0.2148,0.0000,0.2164,0.2628
ENSG00000185130.5,,,0.4734,0.5505,0.0000,0.1950,0.2812
ENSG00000165915.14,,,0.4734,0.0000,0.3519,0.0255,0.4682
ENSG00000002586.20,,,0.4727,0.2109,0.0242,0.0148,0.4758
ENSG00000244682.7,,,0.4725,0.0000,0.0000,0.1566,0.3542
ENSG00000130600.19,,,0.4725,0.2916,0.0000,0.0284,0.3662
ENSG00000254653.1,,,0.4725,0.0000,0.0000,0.0055,0.4775
ENSG00000160199.15,,,0.4723,0.0000,0.0000,0.0196,0.4778
ENSG00000232653.8,,,0.4723,0.3024,0.0111,0.3087,0.0637
ENSG00000008294.21,,,0.4721,0.0000,0.0000,0.0126,0.4674
ENSG00000169397.3,,,0.4721,0.3811,0.1209,0.1382,0.3704
ENSG00000113083.14,,,0.4720,0.3635,0.0000,0.0001,0.5214
ENSG00000243679.1,,,0.4720,0.0000,0.0000,0.0496,0.4448
ENSG00000100201.21,,,0.4720,0.3007,0.0000,0.4533,0.0132
ENSG00000248278.1,,,0.4716,0.0529,0.0836,0.1186,0.3009
ENSG00000102316.17,,,0.4715,0.0227,0.0000,0.0019,0.4915
ENSG00000104299.15,,,0.4714,0.0000,0.0000,0.0410,0.4476
ENSG00000230417.12,,,0.4713,0.0000,0.0000,0.0883,0.2839
ENSG00000232774.8,,,0.4712,0.0000,0.1748,0.0034,0.3492
ENSG00000116035.4,,,0.4710,0.0000,0.0000,0.1425,0.2821
ENSG00000272645.3,,,0.4707,0.1539,0.0000,0.3193,0.0603
ENSG00000227471.9,,,0.4704,0.0031,0.0000,0.2274,0.2174
ENSG00000185507.21,,,0.4703,0.2701,0.0000,0.0484,0.4319
ENSG00000134013.16,,,0.4703,0.0585,0.0000,0.0001,0.5061
